word	lemma	tense	nonfinite	singular-number	third-person	imperative-subjunctive	participle
cupelled	cupel	PST	0	0	0	0	1
eccentricates	eccentricate	PRS	0	1	1	0	0
eccentricating	eccentricate	PRS	0	0	0	0	1
eccentricated	eccentricate	PST	0	0	0	0	0
eccentricated	eccentricate	PST	0	0	0	0	1
outdents	outdent	PRS	0	1	1	0	0
outdented	outdent	PST	0	0	0	0	0
prisses	priss	PRS	0	1	1	0	0
prissing	priss	PRS	0	0	0	0	1
prissed	priss	PST	0	0	0	0	1
overglorifies	overglorify	PRS	0	1	1	0	0
overglorifying	overglorify	PRS	0	0	0	0	1
overglorified	overglorify	PST	0	0	0	0	0
overglorified	overglorify	PST	0	0	0	0	1
marched	march	PST	0	0	0	0	0
marched	march	PST	0	0	0	0	1
misinfers	misinfer	PRS	0	1	1	0	0
misinferring	misinfer	PRS	0	0	0	0	1
gards	gard	PRS	0	1	1	0	0
garded	gard	PST	0	0	0	0	0
funnelling	funnel	PRS	0	0	0	0	1
funnelled	funnel	PST	0	0	0	0	0
funnelled	funnel	PST	0	0	0	0	1
skivvying	skivvy	PRS	0	0	0	0	1
skivvied	skivvy	PST	0	0	0	0	1
stomps	stomp	PRS	0	1	1	0	0
sanitises	sanitise	PRS	0	1	1	0	0
sanitising	sanitise	PRS	0	0	0	0	1
sanitised	sanitise	PST	0	0	0	0	1
quacking	quack	PRS	0	0	0	0	1
quacked	quack	PST	0	0	0	0	0
devanned	devan	PST	0	0	0	0	0
devanned	devan	PST	0	0	0	0	1
flaunches	flaunch	PRS	0	1	1	0	0
flaunching	flaunch	PRS	0	0	0	0	1
flaunched	flaunch	PST	0	0	0	0	0
flaunched	flaunch	PST	0	0	0	0	1
lackeys	lackey	PRS	0	1	1	0	0
lackeying	lackey	PRS	0	0	0	0	1
lackeyed	lackey	PST	0	0	0	0	1
reassumes	reassume	PRS	0	1	1	0	0
reassumed	reassume	PST	0	0	0	0	0
reassumed	reassume	PST	0	0	0	0	1
bogeys	bogey	PRS	0	1	1	0	0
undercharges	undercharge	PRS	0	1	1	0	0
undercharged	undercharge	PST	0	0	0	0	0
undercharged	undercharge	PST	0	0	0	0	1
underpropping	underprop	PRS	0	0	0	0	1
shuckles	shuckle	PRS	0	1	1	0	0
shuckled	shuckle	PST	0	0	0	0	0
shuckled	shuckle	PST	0	0	0	0	1
disorganizes	disorganize	PRS	0	1	1	0	0
disorganizing	disorganize	PRS	0	0	0	0	1
disorganized	disorganize	PST	0	0	0	0	1
ululates	ululate	PRS	0	1	1	0	0
ululated	ululate	PST	0	0	0	0	1
bioflocculates	bioflocculate	PRS	0	1	1	0	0
bioflocculating	bioflocculate	PRS	0	0	0	0	1
calcifies	calcify	PRS	0	1	1	0	0
calcifying	calcify	PRS	0	0	0	0	1
calcified	calcify	PST	0	0	0	0	0
literalises	literalise	PRS	0	1	1	0	0
literalised	literalise	PST	0	0	0	0	0
literalised	literalise	PST	0	0	0	0	1
abomined	abomine	PST	0	0	0	0	1
forbars	forbar	PRS	0	1	1	0	0
forbarring	forbar	PRS	0	0	0	0	1
forbarred	forbar	PST	0	0	0	0	0
forbarred	forbar	PST	0	0	0	0	1
nunates	nunate	PRS	0	1	1	0	0
nunating	nunate	PRS	0	0	0	0	1
nunated	nunate	PST	0	0	0	0	1
danged	dang	PST	0	0	0	0	1
attacks	attack	PRS	0	1	1	0	0
attacked	attack	PST	0	0	0	0	0
attacked	attack	PST	0	0	0	0	1
restaked	restake	PST	0	0	0	0	0
restaked	restake	PST	0	0	0	0	1
weirding	weird	PRS	0	0	0	0	1
weirded	weird	PST	0	0	0	0	0
demetaphorizes	demetaphorize	PRS	0	1	1	0	0
demetaphorizing	demetaphorize	PRS	0	0	0	0	1
demetaphorized	demetaphorize	PST	0	0	0	0	0
demetaphorized	demetaphorize	PST	0	0	0	0	1
pregelatinizes	pregelatinize	PRS	0	1	1	0	0
pregelatinized	pregelatinize	PST	0	0	0	0	0
coassuming	coassume	PRS	0	0	0	0	1
coassumed	coassume	PST	0	0	0	0	0
gargling	gargle	PRS	0	0	0	0	1
gargled	gargle	PST	0	0	0	0	0
pollicates	pollicate	PRS	0	1	1	0	0
pollicating	pollicate	PRS	0	0	0	0	1
pollicated	pollicate	PST	0	0	0	0	1
facelifted	facelift	PST	0	0	0	0	1
warmongers	warmonger	PRS	0	1	1	0	0
warmongering	warmonger	PRS	0	0	0	0	1
warmongered	warmonger	PST	0	0	0	0	0
teabags	teabag	PRS	0	1	1	0	0
hotters	hotter	PRS	0	1	1	0	0
hottering	hotter	PRS	0	0	0	0	1
hottered	hotter	PST	0	0	0	0	1
frobs	frob	PRS	0	1	1	0	0
frobbed	frob	PST	0	0	0	0	0
frobbed	frob	PST	0	0	0	0	1
hauls	haul	PRS	0	1	1	0	0
hauling	haul	PRS	0	0	0	0	1
jointured	jointure	PST	0	0	0	0	0
jointured	jointure	PST	0	0	0	0	1
pipetting	pipet	PRS	0	0	0	0	1
pipetted	pipet	PST	0	0	0	0	1
terps	terp	PRS	0	1	1	0	0
grammaticalizing	grammaticalize	PRS	0	0	0	0	1
grammaticalized	grammaticalize	PST	0	0	0	0	0
apothegmatizes	apothegmatize	PRS	0	1	1	0	0
apothegmatized	apothegmatize	PST	0	0	0	0	1
buzzsawed	buzzsaw	PST	0	0	0	0	0
buzzsawed	buzzsaw	PST	0	0	0	0	1
transphonologizes	transphonologize	PRS	0	1	1	0	0
transphonologizing	transphonologize	PRS	0	0	0	0	1
transphonologized	transphonologize	PST	0	0	0	0	0
unchristianizes	unchristianize	PRS	0	1	1	0	0
unchristianized	unchristianize	PST	0	0	0	0	1
scudded	scud	PST	0	0	0	0	0
scudded	scud	PST	0	0	0	0	1
comprehensivizes	comprehensivize	PRS	0	1	1	0	0
comprehensivized	comprehensivize	PST	0	0	0	0	0
comprehensivized	comprehensivize	PST	0	0	0	0	1
overlashed	overlash	PST	0	0	0	0	0
overlashed	overlash	PST	0	0	0	0	1
unmuffles	unmuffle	PRS	0	1	1	0	0
unmuffled	unmuffle	PST	0	0	0	0	0
unmuffled	unmuffle	PST	0	0	0	0	1
deintellectualizes	deintellectualize	PRS	0	1	1	0	0
deintellectualizing	deintellectualize	PRS	0	0	0	0	1
deintellectualized	deintellectualize	PST	0	0	0	0	0
deintellectualized	deintellectualize	PST	0	0	0	0	1
hobbelling	hobbel	PRS	0	0	0	0	1
hobbelled	hobbel	PST	0	0	0	0	0
hobbelled	hobbel	PST	0	0	0	0	1
nicknames	nickname	PRS	0	1	1	0	0
nicknaming	nickname	PRS	0	0	0	0	1
nicknamed	nickname	PST	0	0	0	0	0
retinectomizing	retinectomize	PRS	0	0	0	0	1
retinectomized	retinectomize	PST	0	0	0	0	0
retinectomized	retinectomize	PST	0	0	0	0	1
misstressing	misstress	PRS	0	0	0	0	1
meting	mete	PRS	0	0	0	0	1
meted	mete	PST	0	0	0	0	0
meted	mete	PST	0	0	0	0	1
namedropping	namedrop	PRS	0	0	0	0	1
namedropped	namedrop	PST	0	0	0	0	0
namedropped	namedrop	PST	0	0	0	0	1
impleading	implead	PRS	0	0	0	0	1
corpses	corpse	PRS	0	1	1	0	0
corpsing	corpse	PRS	0	0	0	0	1
corpsed	corpse	PST	0	0	0	0	0
thurling	thurl	PRS	0	0	0	0	1
thurled	thurl	PST	0	0	0	0	0
thurled	thurl	PST	0	0	0	0	1
mapping	map	PRS	0	0	0	0	1
mapped	map	PST	0	0	0	0	0
mapped	map	PST	0	0	0	0	1
frondesces	frondesce	PRS	0	1	1	0	0
frondescing	frondesce	PRS	0	0	0	0	1
frondesced	frondesce	PST	0	0	0	0	0
frondesced	frondesce	PST	0	0	0	0	1
nodulates	nodulate	PRS	0	1	1	0	0
nodulating	nodulate	PRS	0	0	0	0	1
nodulated	nodulate	PST	0	0	0	0	1
gastons	gaston	PRS	0	1	1	0	0
gastoned	gaston	PST	0	0	0	0	0
gastoned	gaston	PST	0	0	0	0	1
lyophilizing	lyophilize	PRS	0	0	0	0	1
lyophilized	lyophilize	PST	0	0	0	0	0
lyophilized	lyophilize	PST	0	0	0	0	1
packages	package	PRS	0	1	1	0	0
packaged	package	PST	0	0	0	0	1
wited	wite	PST	0	0	0	0	0
diswanting	diswant	PRS	0	0	0	0	1
detubularized	detubularize	PST	0	0	0	0	0
detubularized	detubularize	PST	0	0	0	0	1
reallocates	reallocate	PRS	0	1	1	0	0
reallocating	reallocate	PRS	0	0	0	0	1
reallocated	reallocate	PST	0	0	0	0	1
humbles	humble	PRS	0	1	1	0	0
upgrowing	upgrow	PRS	0	0	0	0	1
upgrew	upgrow	PST	0	0	0	0	0
upgrown	upgrow	PST	0	0	0	0	1
descheduled	deschedule	PST	0	0	0	0	0
descheduled	deschedule	PST	0	0	0	0	1
demised	demise	PST	0	0	0	0	0
demised	demise	PST	0	0	0	0	1
inlapidates	inlapidate	PRS	0	1	1	0	0
inlapidating	inlapidate	PRS	0	0	0	0	1
inlapidated	inlapidate	PST	0	0	0	0	0
bestealing	besteal	PRS	0	0	0	0	1
bestole	besteal	PST	0	0	0	0	0
bestolen	besteal	PST	0	0	0	0	1
denumerating	denumerate	PRS	0	0	0	0	1
prates	prate	PRS	0	1	1	0	0
prating	prate	PRS	0	0	0	0	1
prated	prate	PST	0	0	0	0	0
prated	prate	PST	0	0	0	0	1
instimulated	instimulate	PST	0	0	0	0	0
instimulated	instimulate	PST	0	0	0	0	1
negroizing	negroize	PRS	0	0	0	0	1
negroized	negroize	PST	0	0	0	0	0
negroized	negroize	PST	0	0	0	0	1
allatectomizing	allatectomize	PRS	0	0	0	0	1
allatectomized	allatectomize	PST	0	0	0	0	0
excides	excide	PRS	0	1	1	0	0
exciding	excide	PRS	0	0	0	0	1
excided	excide	PST	0	0	0	0	0
excided	excide	PST	0	0	0	0	1
dripples	dripple	PRS	0	1	1	0	0
drippling	dripple	PRS	0	0	0	0	1
drippled	dripple	PST	0	0	0	0	0
rabbets	rabbet	PRS	0	1	1	0	0
rabbeting	rabbet	PRS	0	0	0	0	1
outriding	outride	PRS	0	0	0	0	1
outrode	outride	PST	0	0	0	0	0
mussitates	mussitate	PRS	0	1	1	0	0
mussitating	mussitate	PRS	0	0	0	0	1
mussitated	mussitate	PST	0	0	0	0	0
happing	hap	PRS	0	0	0	0	1
happed	hap	PST	0	0	0	0	0
bivouacs	bivouac	PRS	0	1	1	0	0
bivouacing	bivouac	PRS	0	0	0	0	1
bivouacked	bivouac	PST	0	0	0	0	0
bivouacked	bivouac	PST	0	0	0	0	1
chromatinizes	chromatinize	PRS	0	1	1	0	0
chromatinizing	chromatinize	PRS	0	0	0	0	1
chromatinized	chromatinize	PST	0	0	0	0	0
chromatinized	chromatinize	PST	0	0	0	0	1
badges	badge	PRS	0	1	1	0	0
badging	badge	PRS	0	0	0	0	1
badged	badge	PST	0	0	0	0	1
cogitating	cogitate	PRS	0	0	0	0	1
misserving	misserve	PRS	0	0	0	0	1
misserved	misserve	PST	0	0	0	0	1
favorited	favorite	PST	0	0	0	0	0
sequesters	sequester	PRS	0	1	1	0	0
sequestering	sequester	PRS	0	0	0	0	1
sequestered	sequester	PST	0	0	0	0	1
marinates	marinate	PRS	0	1	1	0	0
marinating	marinate	PRS	0	0	0	0	1
marinated	marinate	PST	0	0	0	0	1
egging	egg	PRS	0	0	0	0	1
egged	egg	PST	0	0	0	0	0
egged	egg	PST	0	0	0	0	1
worming	worm	PRS	0	0	0	0	1
poldering	polder	PRS	0	0	0	0	1
poldered	polder	PST	0	0	0	0	1
overclosing	overclose	PRS	0	0	0	0	1
overclosed	overclose	PST	0	0	0	0	1
rehoming	rehome	PRS	0	0	0	0	1
undersinging	undersing	PRS	0	0	0	0	1
undersang	undersing	PST	0	0	0	0	0
undersung	undersing	PST	0	0	0	0	1
its	it	PRS	0	1	1	0	0
it	it	PST	0	0	0	0	1
fortifies	fortify	PRS	0	1	1	0	0
fortifying	fortify	PRS	0	0	0	0	1
fortified	fortify	PST	0	0	0	0	0
fortified	fortify	PST	0	0	0	0	1
mixmatches	mixmatch	PRS	0	1	1	0	0
mixmatching	mixmatch	PRS	0	0	0	0	1
mixmatched	mixmatch	PST	0	0	0	0	0
mixmatched	mixmatch	PST	0	0	0	0	1
acrazing	acraze	PRS	0	0	0	0	1
snying	sny	PRS	0	0	0	0	1
snied	sny	PST	0	0	0	0	0
snied	sny	PST	0	0	0	0	1
violins	violin	PRS	0	1	1	0	0
violining	violin	PRS	0	0	0	0	1
violined	violin	PST	0	0	0	0	1
bombilates	bombilate	PRS	0	1	1	0	0
bombilated	bombilate	PST	0	0	0	0	0
bombilated	bombilate	PST	0	0	0	0	1
misattributes	misattribute	PRS	0	1	1	0	0
misattributed	misattribute	PST	0	0	0	0	0
relends	relend	PRS	0	1	1	0	0
relending	relend	PRS	0	0	0	0	1
photoenhances	photoenhance	PRS	0	1	1	0	0
photoenhancing	photoenhance	PRS	0	0	0	0	1
photoenhanced	photoenhance	PST	0	0	0	0	0
preoxygenates	preoxygenate	PRS	0	1	1	0	0
preoxygenating	preoxygenate	PRS	0	0	0	0	1
preoxygenated	preoxygenate	PST	0	0	0	0	1
thermostabilizing	thermostabilize	PRS	0	0	0	0	1
thermostabilized	thermostabilize	PST	0	0	0	0	0
thermostabilized	thermostabilize	PST	0	0	0	0	1
enshrined	enshrine	PST	0	0	0	0	0
exemes	exeme	PRS	0	1	1	0	0
exeming	exeme	PRS	0	0	0	0	1
exemed	exeme	PST	0	0	0	0	0
exemed	exeme	PST	0	0	0	0	1
effectualizes	effectualize	PRS	0	1	1	0	0
cuckqueans	cuckquean	PRS	0	1	1	0	0
cuckqueaning	cuckquean	PRS	0	0	0	0	1
cuckqueaned	cuckquean	PST	0	0	0	0	1
prefading	prefade	PRS	0	0	0	0	1
prefaded	prefade	PST	0	0	0	0	0
synthesises	synthesise	PRS	0	1	1	0	0
synthesising	synthesise	PRS	0	0	0	0	1
synthesised	synthesise	PST	0	0	0	0	1
sloshes	slosh	PRS	0	1	1	0	0
sloshed	slosh	PST	0	0	0	0	0
sloshed	slosh	PST	0	0	0	0	1
templises	templise	PRS	0	1	1	0	0
templising	templise	PRS	0	0	0	0	1
templised	templise	PST	0	0	0	0	0
dumbsizes	dumbsize	PRS	0	1	1	0	0
dumbsizing	dumbsize	PRS	0	0	0	0	1
dumbsized	dumbsize	PST	0	0	0	0	0
dumbsized	dumbsize	PST	0	0	0	0	1
coevolves	coevolve	PRS	0	1	1	0	0
coevolving	coevolve	PRS	0	0	0	0	1
coevolved	coevolve	PST	0	0	0	0	0
soaks	soak	PRS	0	1	1	0	0
soaking	soak	PRS	0	0	0	0	1
soaked	soak	PST	0	0	0	0	0
soaked	soak	PST	0	0	0	0	1
whiffles	whiffle	PRS	0	1	1	0	0
whiffling	whiffle	PRS	0	0	0	0	1
dehumanises	dehumanise	PRS	0	1	1	0	0
dehumanising	dehumanise	PRS	0	0	0	0	1
dehumanised	dehumanise	PST	0	0	0	0	1
caudles	caudle	PRS	0	1	1	0	0
caudled	caudle	PST	0	0	0	0	0
caudled	caudle	PST	0	0	0	0	1
splats	splat	PRS	0	1	1	0	0
splatted	splat	PST	0	0	0	0	0
screengrabbed	screengrab	PST	0	0	0	0	0
screengrabbed	screengrab	PST	0	0	0	0	1
bedims	bedim	PRS	0	1	1	0	0
bedimming	bedim	PRS	0	0	0	0	1
bedimmed	bedim	PST	0	0	0	0	0
postmodernizing	postmodernize	PRS	0	0	0	0	1
postmodernized	postmodernize	PST	0	0	0	0	0
postmodernized	postmodernize	PST	0	0	0	0	1
keens	keen	PRS	0	1	1	0	0
keening	keen	PRS	0	0	0	0	1
keened	keen	PST	0	0	0	0	1
bruted	brute	PST	0	0	0	0	0
understimulated	understimulate	PST	0	0	0	0	1
heelds	heeld	PRS	0	1	1	0	0
heelding	heeld	PRS	0	0	0	0	1
amoves	amove	PRS	0	1	1	0	0
amoving	amove	PRS	0	0	0	0	1
amoved	amove	PST	0	0	0	0	0
amoved	amove	PST	0	0	0	0	1
psychobabbles	psychobabble	PRS	0	1	1	0	0
psychobabbled	psychobabble	PST	0	0	0	0	1
overwet	overwet	PST	0	0	0	0	0
overwet	overwet	PST	0	0	0	0	1
healthifying	healthify	PRS	0	0	0	0	1
healthified	healthify	PST	0	0	0	0	0
geographizes	geographize	PRS	0	1	1	0	0
geographized	geographize	PST	0	0	0	0	0
geographized	geographize	PST	0	0	0	0	1
modernises	modernise	PRS	0	1	1	0	0
modernising	modernise	PRS	0	0	0	0	1
modernised	modernise	PST	0	0	0	0	0
modernised	modernise	PST	0	0	0	0	1
stalemates	stalemate	PRS	0	1	1	0	0
stalemating	stalemate	PRS	0	0	0	0	1
stalemated	stalemate	PST	0	0	0	0	1
stuts	stut	PRS	0	1	1	0	0
stutting	stut	PRS	0	0	0	0	1
stutted	stut	PST	0	0	0	0	0
stutted	stut	PST	0	0	0	0	1
forestalls	forestall	PRS	0	1	1	0	0
forestalled	forestall	PST	0	0	0	0	0
forestalled	forestall	PST	0	0	0	0	1
beseeched	beseech	PST	0	0	0	0	1
clusterfucking	clusterfuck	PRS	0	0	0	0	1
clusterfucked	clusterfuck	PST	0	0	0	0	0
clusterfucked	clusterfuck	PST	0	0	0	0	1
catholicizes	catholicize	PRS	0	1	1	0	0
catholicizing	catholicize	PRS	0	0	0	0	1
accompanying	accompany	PRS	0	0	0	0	1
accompanied	accompany	PST	0	0	0	0	0
accompanied	accompany	PST	0	0	0	0	1
degloves	deglove	PRS	0	1	1	0	0
degloving	deglove	PRS	0	0	0	0	1
degloved	deglove	PST	0	0	0	0	0
prills	prill	PRS	0	1	1	0	0
prilled	prill	PST	0	0	0	0	0
unlays	unlay	PRS	0	1	1	0	0
unlaid	unlay	PST	0	0	0	0	0
unlaid	unlay	PST	0	0	0	0	1
hologramizing	hologramize	PRS	0	0	0	0	1
hologramized	hologramize	PST	0	0	0	0	1
ecloses	eclose	PRS	0	1	1	0	0
eclosed	eclose	PST	0	0	0	0	0
eclosed	eclose	PST	0	0	0	0	1
prophesying	prophesy	PRS	0	0	0	0	1
prophesied	prophesy	PST	0	0	0	0	0
pervulgates	pervulgate	PRS	0	1	1	0	0
pervulgating	pervulgate	PRS	0	0	0	0	1
pervulgated	pervulgate	PST	0	0	0	0	1
osteointegrates	osteointegrate	PRS	0	1	1	0	0
osteointegrating	osteointegrate	PRS	0	0	0	0	1
dogsbodying	dogsbody	PRS	0	0	0	0	1
dogsbodied	dogsbody	PST	0	0	0	0	1
serotonylates	serotonylate	PRS	0	1	1	0	0
serotonylating	serotonylate	PRS	0	0	0	0	1
serotonylated	serotonylate	PST	0	0	0	0	0
detackifies	detackify	PRS	0	1	1	0	0
detackified	detackify	PST	0	0	0	0	0
rebuckling	rebuckle	PRS	0	0	0	0	1
rebuckled	rebuckle	PST	0	0	0	0	0
rebuckled	rebuckle	PST	0	0	0	0	1
grumps	grump	PRS	0	1	1	0	0
grumped	grump	PST	0	0	0	0	1
carted	cart	PST	0	0	0	0	1
fluxes	flux	PRS	0	1	1	0	0
fluxing	flux	PRS	0	0	0	0	1
fluxed	flux	PST	0	0	0	0	0
fluxed	flux	PST	0	0	0	0	1
deparaffinizing	deparaffinize	PRS	0	0	0	0	1
deparaffinized	deparaffinize	PST	0	0	0	0	0
wobbles	wobble	PRS	0	1	1	0	0
wobbling	wobble	PRS	0	0	0	0	1
wobbled	wobble	PST	0	0	0	0	1
seafared	seafare	PST	0	0	0	0	0
propositionalizing	propositionalize	PRS	0	0	0	0	1
propositionalized	propositionalize	PST	0	0	0	0	0
propositionalized	propositionalize	PST	0	0	0	0	1
steelmanned	steelman	PST	0	0	0	0	0
racemising	racemise	PRS	0	0	0	0	1
racemised	racemise	PST	0	0	0	0	1
streels	streel	PRS	0	1	1	0	0
streeling	streel	PRS	0	0	0	0	1
spheres	sphere	PRS	0	1	1	0	0
sphering	sphere	PRS	0	0	0	0	1
sphered	sphere	PST	0	0	0	0	0
sphered	sphere	PST	0	0	0	0	1
craves	crave	PRS	0	1	1	0	0
craving	crave	PRS	0	0	0	0	1
craved	crave	PST	0	0	0	0	0
outslipped	outslip	PST	0	0	0	0	0
immunosuppressing	immunosuppress	PRS	0	0	0	0	1
immunosuppressed	immunosuppress	PST	0	0	0	0	0
immunosuppressed	immunosuppress	PST	0	0	0	0	1
withsaved	withsave	PST	0	0	0	0	0
withsaved	withsave	PST	0	0	0	0	1
retelevises	retelevise	PRS	0	1	1	0	0
retelevised	retelevise	PST	0	0	0	0	0
retelevised	retelevise	PST	0	0	0	0	1
traversing	traverse	PRS	0	0	0	0	1
traversed	traverse	PST	0	0	0	0	0
drams	dram	PRS	0	1	1	0	0
drammed	dram	PST	0	0	0	0	0
salving	salve	PRS	0	0	0	0	1
chirrups	chirrup	PRS	0	1	1	0	0
chirruping	chirrup	PRS	0	0	0	0	1
chirruped	chirrup	PST	0	0	0	0	0
chirruped	chirrup	PST	0	0	0	0	1
lithographs	lithograph	PRS	0	1	1	0	0
lithographing	lithograph	PRS	0	0	0	0	1
relieves	relieve	PRS	0	1	1	0	0
relieving	relieve	PRS	0	0	0	0	1
relieved	relieve	PST	0	0	0	0	0
relieved	relieve	PST	0	0	0	0	1
overwins	overwin	PRS	0	1	1	0	0
overwinning	overwin	PRS	0	0	0	0	1
overwon	overwin	PST	0	0	0	0	1
unyokes	unyoke	PRS	0	1	1	0	0
unyoking	unyoke	PRS	0	0	0	0	1
unyoked	unyoke	PST	0	0	0	0	0
unyoked	unyoke	PST	0	0	0	0	1
pasting	paste	PRS	0	0	0	0	1
pasted	paste	PST	0	0	0	0	0
prefiles	prefile	PRS	0	1	1	0	0
prefiling	prefile	PRS	0	0	0	0	1
prefiled	prefile	PST	0	0	0	0	0
incastles	incastle	PRS	0	1	1	0	0
incastling	incastle	PRS	0	0	0	0	1
incastled	incastle	PST	0	0	0	0	0
antibiotypes	antibiotype	PRS	0	1	1	0	0
antibiotyped	antibiotype	PST	0	0	0	0	1
understating	understate	PRS	0	0	0	0	1
understated	understate	PST	0	0	0	0	0
understated	understate	PST	0	0	0	0	1
deturbating	deturbate	PRS	0	0	0	0	1
grosses	gross	PRS	0	1	1	0	0
grossing	gross	PRS	0	0	0	0	1
grossed	gross	PST	0	0	0	0	0
originating	originate	PRS	0	0	0	0	1
originated	originate	PST	0	0	0	0	1
nitrates	nitrate	PRS	0	1	1	0	0
nitrating	nitrate	PRS	0	0	0	0	1
bagatelles	bagatelle	PRS	0	1	1	0	0
bagatelling	bagatelle	PRS	0	0	0	0	1
bagatelled	bagatelle	PST	0	0	0	0	0
bagatelled	bagatelle	PST	0	0	0	0	1
rumbas	rumba	PRS	0	1	1	0	0
rumbaing	rumba	PRS	0	0	0	0	1
rumbaed	rumba	PST	0	0	0	0	0
unspheres	unsphere	PRS	0	1	1	0	0
unsphered	unsphere	PST	0	0	0	0	0
unsphered	unsphere	PST	0	0	0	0	1
overamplifies	overamplify	PRS	0	1	1	0	0
overamplifying	overamplify	PRS	0	0	0	0	1
overamplified	overamplify	PST	0	0	0	0	1
channelises	channelise	PRS	0	1	1	0	0
channelising	channelise	PRS	0	0	0	0	1
channelised	channelise	PST	0	0	0	0	1
posturizes	posturize	PRS	0	1	1	0	0
posturized	posturize	PST	0	0	0	0	1
redissociates	redissociate	PRS	0	1	1	0	0
redissociated	redissociate	PST	0	0	0	0	1
comptrolls	comptroll	PRS	0	1	1	0	0
comptrolling	comptroll	PRS	0	0	0	0	1
comptrolled	comptroll	PST	0	0	0	0	1
halves	halve	PRS	0	1	1	0	0
halving	halve	PRS	0	0	0	0	1
halved	halve	PST	0	0	0	0	0
handfeeding	handfeed	PRS	0	0	0	0	1
handfed	handfeed	PST	0	0	0	0	0
handfed	handfeed	PST	0	0	0	0	1
godmothers	godmother	PRS	0	1	1	0	0
godmothering	godmother	PRS	0	0	0	0	1
godmothered	godmother	PST	0	0	0	0	0
godmothered	godmother	PST	0	0	0	0	1
urbanizing	urbanize	PRS	0	0	0	0	1
pultrudes	pultrude	PRS	0	1	1	0	0
pultruded	pultrude	PST	0	0	0	0	0
pultruded	pultrude	PST	0	0	0	0	1
deculturalizes	deculturalize	PRS	0	1	1	0	0
deculturalizing	deculturalize	PRS	0	0	0	0	1
deculturalized	deculturalize	PST	0	0	0	0	0
relativizes	relativize	PRS	0	1	1	0	0
relativizing	relativize	PRS	0	0	0	0	1
reenabled	reenable	PST	0	0	0	0	0
reenabled	reenable	PST	0	0	0	0	1
restems	restem	PRS	0	1	1	0	0
restemmed	restem	PST	0	0	0	0	1
busheling	bushel	PRS	0	0	0	0	1
busheled	bushel	PST	0	0	0	0	0
reaspirates	reaspirate	PRS	0	1	1	0	0
reaspirating	reaspirate	PRS	0	0	0	0	1
reaspirated	reaspirate	PST	0	0	0	0	0
reaspirated	reaspirate	PST	0	0	0	0	1
lashes	lash	PRS	0	1	1	0	0
lashing	lash	PRS	0	0	0	0	1
lashed	lash	PST	0	0	0	0	0
euthanasing	euthanase	PRS	0	0	0	0	1
euthanased	euthanase	PST	0	0	0	0	0
euthanased	euthanase	PST	0	0	0	0	1
fortrodden	fortread	PST	0	0	0	0	1
proceduralising	proceduralise	PRS	0	0	0	0	1
proceduralised	proceduralise	PST	0	0	0	0	0
autumnizes	autumnize	PRS	0	1	1	0	0
autumnized	autumnize	PST	0	0	0	0	1
goldbricks	goldbrick	PRS	0	1	1	0	0
goldbricked	goldbrick	PST	0	0	0	0	0
autotomizes	autotomize	PRS	0	1	1	0	0
autotomizing	autotomize	PRS	0	0	0	0	1
overdeferring	overdefer	PRS	0	0	0	0	1
overdeferred	overdefer	PST	0	0	0	0	0
overdeferred	overdefer	PST	0	0	0	0	1
biofunctionalizes	biofunctionalize	PRS	0	1	1	0	0
biofunctionalizing	biofunctionalize	PRS	0	0	0	0	1
biofunctionalized	biofunctionalize	PST	0	0	0	0	1
deglottalizes	deglottalize	PRS	0	1	1	0	0
deglottalized	deglottalize	PST	0	0	0	0	1
outsteps	outstep	PRS	0	1	1	0	0
outstepped	outstep	PST	0	0	0	0	0
jargons	jargon	PRS	0	1	1	0	0
jargoned	jargon	PST	0	0	0	0	0
jargoned	jargon	PST	0	0	0	0	1
abrupts	abrupt	PRS	0	1	1	0	0
abrupting	abrupt	PRS	0	0	0	0	1
abrupted	abrupt	PST	0	0	0	0	0
microstimulated	microstimulate	PST	0	0	0	0	1
impeopled	impeople	PST	0	0	0	0	0
impeopled	impeople	PST	0	0	0	0	1
armbarring	armbar	PRS	0	0	0	0	1
armbarred	armbar	PST	0	0	0	0	1
classicizes	classicize	PRS	0	1	1	0	0
pulpifies	pulpify	PRS	0	1	1	0	0
pulpifying	pulpify	PRS	0	0	0	0	1
pulpified	pulpify	PST	0	0	0	0	0
pulpified	pulpify	PST	0	0	0	0	1
chapters	chapter	PRS	0	1	1	0	0
chaptering	chapter	PRS	0	0	0	0	1
chaptered	chapter	PST	0	0	0	0	0
rases	rase	PRS	0	1	1	0	0
rased	rase	PST	0	0	0	0	0
rased	rase	PST	0	0	0	0	1
autotunes	autotune	PRS	0	1	1	0	0
autotuning	autotune	PRS	0	0	0	0	1
autotuned	autotune	PST	0	0	0	0	1
nanoelectroablates	nanoelectroablate	PRS	0	1	1	0	0
nanoelectroablating	nanoelectroablate	PRS	0	0	0	0	1
nanoelectroablated	nanoelectroablate	PST	0	0	0	0	0
nanoelectroablated	nanoelectroablate	PST	0	0	0	0	1
alligates	alligate	PRS	0	1	1	0	0
alligating	alligate	PRS	0	0	0	0	1
alligated	alligate	PST	0	0	0	0	1
snapchatted	snapchat	PST	0	0	0	0	0
snapchatted	snapchat	PST	0	0	0	0	1
slimes	slime	PRS	0	1	1	0	0
slimed	slime	PST	0	0	0	0	0
