word	prefix	root	suffix
adjudicates	a	judic	ate
adjudicating	a	judic	ate
admixture	a	mix	ure
adumbration	a	umbrate	ion
adumbrations	a	umbrate	ion
adverbials	a	verb	al
abasement	a	base	ment
abduction	ab	duct	ion
abnormal	ab	norm	al
aboriginal	ab	origin	al
aborigines	ab	origin	e
abrogated	ab	rog	ate
absorbent	ab	sorb	ant
absorption	ab	sorb	ion
abstraction	ab	tract	ion
abstractors	ab	tract	or
accelerando	a	celer	ando
accelerate	a	celer	ate
accelerated	a	celer	ate
accelerating	a	celer	ate
accompanists	a	compan	ist
accompanying	a	compan	y
accreditation	a	credit	ion
acculturated	a	culture	ate
accumulate	a	cumul	ate
accumulated	a	cumul	ate
accumulates	a	cumul	ate
accumulating	a	cumul	ate
accurst	a	curse	t
acquisitions	a	quire	ion
acquisitive	a	quire	ive
acquittal	a	quit	al
adherence	ad	_here	ance
adherent	ad	_here	ant
adjournment	a	journ	ment
adjustments	a	just	ment
admonishments	a	monish	ment
admonition	a	monish	ion
adverbial	a	verb	al
advocate	a	voc	ate
advocated	a	voc	ate
advocates	a	voc	ate
advocating	a	voc	ate
aesthetic	aes	thet	ic
affectingly	a	fect	ly
affirmation	a	firm	ion
affirmations	a	firm	ion
affirmative	a	firm	ive
affluent	a	flu	ant
agglomerate	a	glomer	ate
